Merchant,Amount,Category,Card,Date,Note
Chipotle,87.97,Food & Drinks,Citi Rewards,2016-03-15 20:59:15,Sale promo
Google,344.68,Other,Citi Rewards,2021-12-13 09:34:37,Weekend trip
Apple TV+,64.76,Entertainment,DBS Live Fresh,2023-09-26 18:14:46,Coffee
iCloud,67.09,Services,DBS Live Fresh,2017-10-30 15:31:37,Gift
Supermart,225.80,Other,UOB One,2010-12-24 19:30:55,
Misc Store,382.12,Other,Chase Sapphire Preferred,2014-09-12 14:57:46,Snacks
Adobe,78.91,Services,Amex Gold,2013-08-30 15:19:34,
Subway,115.26,Food & Drinks,Amex Gold,2024-11-26 13:26:09,
Steam,172.96,Entertainment,Citi Rewards,2020-05-15 05:48:22,
Pharmacy,47.54,Health,DBS Live Fresh,2017-01-14 17:46:12,Gift
Clinic,393.15,Health,Chase Sapphire Preferred,2018-06-03 16:21:05,Membership renewal
Expedia,781.03,Travel,HSBC Revolution,2016-12-07 11:30:08,
Amazon,716.76,Shopping,Citi Rewards,2022-01-12 12:16:31,Dinner with friends
Spotify,28.74,Services,Amex Gold,2021-01-04 15:21:28,
Grab,1759.81,Travel,Chase Sapphire Preferred,2011-01-14 22:03:43,Gift
Supermart,6.84,Other,Chase Sapphire Preferred,2016-07-18 10:51:57,
Chipotle,191.28,Food & Drinks,Chase Sapphire Preferred,2013-03-17 15:31:11,Sale promo
Google,152.80,Other,DBS Live Fresh,2013-01-04 19:45:54,
Decathlon,1630.58,Shopping,Amex Gold,2017-07-28 03:02:59,Fuel
Dental Care,73.59,Health,Citi Rewards,2021-08-15 08:33:10,
Spotify,13.26,Services,DBS Live Fresh,2020-06-07 20:29:59,
Optics,566.97,Health,UOB One,2021-05-18 14:21:15,Coffee
Optics,478.49,Health,Amex Gold,2010-09-16 10:58:58,Fuel
Pharmacy,396.33,Health,HSBC Revolution,2025-07-07 13:36:44,Membership renewal
Clinic,198.99,Health,Citi Rewards,2017-08-15 17:18:40,Delivery fee
Netflix,2.88,Services,UOB One,2011-10-11 10:30:39,Snacks
Dental Care,422.35,Health,HSBC Revolution,2018-12-23 18:12:05,Gift
Concerts,12.45,Entertainment,HSBC Revolution,2010-06-23 04:19:24,Groceries
Optics,309.94,Health,HSBC Revolution,2024-06-12 08:23:43,
Amazon,1900.43,Shopping,UOB One,2025-03-07 09:20:04,
Spotify,51.59,Services,DBS Live Fresh,2010-04-07 04:24:13,
Misc Store,362.24,Other,Chase Sapphire Preferred,2021-03-22 18:53:21,
Spotify,73.49,Services,Citi Rewards,2016-11-02 04:09:38,Dinner with friends
Adobe,57.10,Services,DBS Live Fresh,2025-05-07 15:13:56,
KFC,5.01,Food & Drinks,HSBC Revolution,2024-01-05 11:17:53,
Optics,364.08,Health,Citi Rewards,2020-08-29 16:02:44,
Target,453.72,Shopping,HSBC Revolution,2020-11-05 07:10:57,
Google,134.31,Other,DBS Live Fresh,2022-08-04 09:43:45,
iCloud,23.63,Services,DBS Live Fresh,2024-07-21 14:06:48,Household items
Supermart,84.31,Other,UOB One,2018-10-26 23:30:30,Coffee
Local Shop,38.03,Other,Amex Gold,2021-10-19 18:15:27,
Adobe,35.92,Services,Amex Gold,2023-02-01 04:59:32,
Walmart,1452.57,Shopping,Amex Gold,2010-09-29 14:09:21,
McDonald's,94.02,Food & Drinks,Citi Rewards,2025-05-04 15:25:24,Pharmacy run
Uber,376.09,Travel,Amex Gold,2013-04-22 10:46:28,Top-up
Google,213.78,Other,DBS Live Fresh,2019-06-23 08:35:20,Monthly subscription
Phone Carrier,2.38,Services,DBS Live Fresh,2022-04-04 08:59:20,Airport ride
Google,155.58,Other,Chase Sapphire Preferred,2019-07-29 05:24:49,
Clinic,30.77,Health,HSBC Revolution,2019-04-14 06:41:52,
Expedia,572.11,Travel,UOB One,2020-06-24 11:58:47,Snacks
Grab,1960.46,Travel,Citi Rewards,2020-10-31 12:58:57,Sale promo
IKEA,1277.82,Shopping,Citi Rewards,2012-12-19 21:24:16,
Local Cafe,88.05,Food & Drinks,Chase Sapphire Preferred,2015-02-07 08:29:26,
Shell,1975.10,Travel,Amex Gold,2012-02-16 18:22:13,
Utilities Co,58.94,Services,UOB One,2017-07-21 21:29:23,Membership renewal
Target,419.77,Shopping,DBS Live Fresh,2013-09-10 16:36:12,
Steam,180.37,Entertainment,Citi Rewards,2019-04-30 19:50:26,Pharmacy run
Zara,945.76,Shopping,Amex Gold,2019-03-28 15:19:57,
Optics,127.65,Health,Chase Sapphire Preferred,2015-09-30 14:10:42,Weekend trip
Spotify,2.88,Services,UOB One,2013-07-06 11:42:11,Airport ride
Apple TV+,157.03,Entertainment,DBS Live Fresh,2013-05-14 08:20:29,Airport ride
Optics,370.11,Health,Citi Rewards,2022-12-27 15:47:40,
Cinema,19.89,Entertainment,Chase Sapphire Preferred,2010-02-23 20:55:03,Monthly subscription
Subway,149.49,Food & Drinks,Amex Gold,2013-08-16 10:04:23,
Burger King,96.59,Food & Drinks,UOB One,2021-12-21 08:19:06,
IKEA,836.22,Shopping,Amex Gold,2019-01-21 20:26:10,
Apple TV+,196.71,Entertainment,HSBC Revolution,2021-09-27 18:15:07,
Zara,1513.79,Shopping,Chase Sapphire Preferred,2012-04-22 19:30:24,Lunch
Expedia,1862.57,Travel,Citi Rewards,2019-12-14 14:28:57,Snacks
Steam,177.46,Entertainment,Citi Rewards,2011-06-13 19:04:11,Pharmacy run
Apple TV+,24.86,Entertainment,Amex Gold,2023-06-16 21:12:40,Monthly subscription
Burger King,6.14,Food & Drinks,UOB One,2025-02-27 14:10:23,
Decathlon,1964.25,Shopping,Citi Rewards,2025-05-20 20:31:20,
Google,126.12,Other,HSBC Revolution,2017-08-21 23:21:02,Top-up
Cinema,111.60,Entertainment,Citi Rewards,2012-03-22 19:59:39,Lunch
KFC,181.19,Food & Drinks,Amex Gold,2016-06-19 11:44:43,Membership renewal
Subway,171.16,Food & Drinks,DBS Live Fresh,2023-05-05 11:45:21,Sale promo
Concerts,41.00,Entertainment,DBS Live Fresh,2014-10-17 09:58:28,
Misc Store,358.85,Other,DBS Live Fresh,2010-05-23 18:51:48,Monthly subscription
Uniqlo,316.47,Shopping,Chase Sapphire Preferred,2023-08-21 09:05:55,Lunch
Concerts,16.87,Entertainment,DBS Live Fresh,2019-12-01 15:55:29,
Chipotle,23.85,Food & Drinks,HSBC Revolution,2012-01-28 05:08:12,
Google,288.71,Other,Chase Sapphire Preferred,2011-07-24 00:50:43,Groceries
Cinema,66.12,Entertainment,UOB One,2019-01-03 08:52:12,
Phone Carrier,15.70,Services,HSBC Revolution,2014-11-25 17:37:55,
Spotify,1.50,Services,DBS Live Fresh,2012-12-28 22:16:09,
Lyft,256.78,Travel,HSBC Revolution,2022-12-16 06:11:54,Coffee
Zara,1673.72,Shopping,HSBC Revolution,2015-01-18 14:32:40,Delivery fee
Chipotle,147.88,Food & Drinks,Citi Rewards,2019-01-10 00:56:43,Gift
Apple,200.10,Other,Chase Sapphire Preferred,2025-05-11 17:39:48,
Local Shop,390.98,Other,Chase Sapphire Preferred,2021-06-23 06:37:49,
Local Cafe,122.28,Food & Drinks,HSBC Revolution,2011-02-14 14:46:53,Sale promo
Apple TV+,101.44,Entertainment,Citi Rewards,2022-12-27 12:34:47,Gift
Misc Store,188.65,Other,UOB One,2017-11-08 10:50:54,
Utilities Co,36.72,Services,UOB One,2012-06-01 17:24:26,
Clinic,235.06,Health,Citi Rewards,2024-10-21 15:25:23,Gift
Decathlon,441.82,Shopping,Amex Gold,2010-04-12 11:09:17,Lunch
Utilities Co,24.98,Services,Amex Gold,2024-07-11 13:14:12,Snacks
Utilities Co,39.50,Services,Amex Gold,2021-04-30 05:06:04,
Apple TV+,60.00,Entertainment,DBS Live Fresh,2014-01-01 13:31:51,Snacks
Misc Store,67.65,Other,HSBC Revolution,2020-09-22 10:39:27,
Lyft,570.98,Travel,DBS Live Fresh,2022-05-01 11:44:55,Snacks
Apple,151.15,Other,UOB One,2014-03-10 09:20:44,Hotel deposit
Apple TV+,112.33,Entertainment,Citi Rewards,2019-10-27 18:44:12,
Chipotle,115.74,Food & Drinks,HSBC Revolution,2025-07-04 09:37:39,Coffee
Phone Carrier,71.35,Services,UOB One,2015-05-02 13:06:24,
Grab,1063.18,Travel,Chase Sapphire Preferred,2017-11-15 14:57:46,Top-up
Spotify,57.24,Services,Citi Rewards,2016-03-10 18:03:30,Lunch
Subway,98.06,Food & Drinks,DBS Live Fresh,2012-06-26 17:20:31,
Qantas,1650.03,Travel,Amex Gold,2020-12-27 08:59:38,
Local Cafe,147.89,Food & Drinks,Chase Sapphire Preferred,2013-04-26 13:32:18,Membership renewal
Adobe,24.56,Services,Chase Sapphire Preferred,2013-06-23 08:01:01,
Optics,227.49,Health,Chase Sapphire Preferred,2023-03-14 20:09:28,
Lyft,893.84,Travel,DBS Live Fresh,2015-05-06 07:17:29,Top-up
McDonald's,28.32,Food & Drinks,DBS Live Fresh,2010-04-16 07:55:20,
McDonald's,166.87,Food & Drinks,Citi Rewards,2016-05-19 14:40:27,
Spotify,49.43,Services,Citi Rewards,2022-12-09 03:18:20,
Uber,121.16,Travel,DBS Live Fresh,2022-03-15 16:31:04,
IKEA,1050.33,Shopping,Chase Sapphire Preferred,2022-02-22 09:48:23,
Starbucks,70.68,Food & Drinks,UOB One,2011-03-09 13:34:03,Membership renewal
Arcade,165.10,Entertainment,DBS Live Fresh,2023-11-09 09:10:07,
Dental Care,151.17,Health,Amex Gold,2020-12-20 16:01:03,
Arcade,11.35,Entertainment,UOB One,2013-09-22 17:09:55,Hotel deposit
KFC,135.04,Food & Drinks,HSBC Revolution,2010-04-30 13:18:31,Delivery fee
Uber,408.25,Travel,Chase Sapphire Preferred,2010-08-12 09:37:31,Monthly subscription
Grab,1798.17,Travel,DBS Live Fresh,2012-10-17 11:09:34,Pharmacy run
Burger King,103.64,Food & Drinks,Citi Rewards,2012-09-20 18:48:38,Household items
Subway,26.48,Food & Drinks,UOB One,2014-11-09 12:28:38,
Steam,43.30,Entertainment,UOB One,2011-12-02 04:51:06,
Clinic,458.26,Health,Amex Gold,2022-07-08 17:53:44,
Shell,728.27,Travel,Citi Rewards,2010-12-04 15:14:36,
Dental Care,311.55,Health,Amex Gold,2015-04-10 01:53:11,
Zara,783.26,Shopping,HSBC Revolution,2015-07-28 12:25:38,
Utilities Co,48.14,Services,DBS Live Fresh,2023-07-11 22:54:15,Fuel
Apple,24.76,Other,DBS Live Fresh,2010-03-11 21:59:00,Membership renewal
Steam,22.15,Entertainment,Amex Gold,2016-04-05 09:12:27,
Starbucks,85.24,Food & Drinks,Citi Rewards,2010-05-20 10:02:57,Airport ride
KFC,26.70,Food & Drinks,Amex Gold,2020-10-31 17:43:50,Snacks
Amazon,181.33,Shopping,Chase Sapphire Preferred,2013-12-30 12:56:37,
Subway,141.47,Food & Drinks,Chase Sapphire Preferred,2018-02-28 05:44:09,Membership renewal
Apple TV+,10.32,Entertainment,Chase Sapphire Preferred,2017-05-11 18:26:11,
Uber,135.39,Travel,HSBC Revolution,2023-02-03 19:45:18,
Walmart,58.58,Shopping,Citi Rewards,2014-08-17 21:12:15,
Pharmacy,36.03,Health,HSBC Revolution,2019-08-01 18:27:35,
Spotify,68.03,Services,HSBC Revolution,2010-10-21 10:05:38,Snacks
Lyft,1320.62,Travel,Citi Rewards,2016-04-26 16:34:09,Sale promo
Spotify,32.74,Services,DBS Live Fresh,2017-12-14 22:49:18,Snacks
Steam,73.98,Entertainment,UOB One,2017-05-06 06:16:56,Sale promo
Apple TV+,151.48,Entertainment,UOB One,2024-08-30 16:56:02,Airport ride
Grab,1269.07,Travel,DBS Live Fresh,2022-09-02 08:51:36,Household items
Optics,495.83,Health,Chase Sapphire Preferred,2024-12-25 07:32:34,Fuel
Uber,1869.67,Travel,Citi Rewards,2021-04-22 21:47:14,
Dental Care,78.98,Health,UOB One,2022-06-14 18:23:35,
Expedia,445.95,Travel,UOB One,2015-12-22 17:44:48,
Target,912.77,Shopping,HSBC Revolution,2024-03-12 16:48:12,
Pharmacy,95.17,Health,UOB One,2011-03-25 16:19:15,
Chipotle,109.77,Food & Drinks,Amex Gold,2011-08-24 21:12:01,Pharmacy run
Google,331.92,Other,Amex Gold,2021-07-30 06:16:28,
iCloud,32.84,Services,HSBC Revolution,2021-11-15 14:21:24,Pharmacy run
Phone Carrier,73.64,Services,DBS Live Fresh,2020-10-22 15:02:43,Groceries
iCloud,3.45,Services,Citi Rewards,2021-12-02 12:51:24,
Pharmacy,416.27,Health,UOB One,2020-07-20 19:43:31,
Netflix,60.96,Services,UOB One,2011-06-24 12:34:05,Fuel
Utilities Co,27.65,Services,HSBC Revolution,2020-04-08 22:02:20,Top-up
Decathlon,198.96,Shopping,UOB One,2021-08-20 07:55:43,
AirAsia,1009.12,Travel,Chase Sapphire Preferred,2017-11-18 09:36:24,
Expedia,106.94,Travel,HSBC Revolution,2019-12-19 07:33:31,Top-up
Chipotle,10.84,Food & Drinks,Amex Gold,2020-03-24 10:07:43,Monthly subscription
Zara,505.59,Shopping,UOB One,2016-08-03 17:51:41,
Optics,188.34,Health,Chase Sapphire Preferred,2013-10-20 10:43:37,
Target,1618.75,Shopping,UOB One,2025-07-05 07:10:08,Lunch
Utilities Co,63.75,Services,Citi Rewards,2017-04-25 02:33:57,
Steam,85.47,Entertainment,Chase Sapphire Preferred,2010-07-28 09:35:44,Monthly subscription
Misc Store,146.27,Other,HSBC Revolution,2016-10-29 13:15:58,
Amazon,332.37,Shopping,Chase Sapphire Preferred,2019-09-15 08:12:28,
Grab,533.38,Travel,DBS Live Fresh,2011-02-20 22:42:11,
Supermart,96.74,Other,Chase Sapphire Preferred,2012-07-04 10:47:44,Sale promo
Supermart,49.54,Other,Chase Sapphire Preferred,2021-04-30 09:33:00,Airport ride
McDonald's,160.84,Food & Drinks,UOB One,2013-03-18 15:30:30,Gift
Phone Carrier,50.54,Services,HSBC Revolution,2024-08-10 18:09:42,Weekend trip
Walmart,960.60,Shopping,Chase Sapphire Preferred,2011-03-28 14:15:40,
Dental Care,498.51,Health,Amex Gold,2016-11-30 05:27:02,
Optics,123.64,Health,Chase Sapphire Preferred,2022-05-12 20:25:28,
Clinic,545.43,Health,HSBC Revolution,2018-02-26 15:50:32,
Arcade,121.00,Entertainment,Amex Gold,2014-11-23 13:04:27,
Netflix,7.70,Services,DBS Live Fresh,2025-03-03 17:49:41,Dinner with friends
iCloud,52.36,Services,UOB One,2025-08-08 10:53:34,
Chipotle,103.75,Food & Drinks,UOB One,2016-07-27 17:53:44,
Expedia,1202.69,Travel,DBS Live Fresh,2023-05-15 14:30:21,Snacks
Burger King,124.42,Food & Drinks,DBS Live Fresh,2011-01-27 09:17:59,Pharmacy run
Qantas,632.97,Travel,Amex Gold,2025-05-30 10:15:36,Pharmacy run
Walmart,1040.17,Shopping,Citi Rewards,2017-01-01 09:38:27,
Walmart,1782.20,Shopping,DBS Live Fresh,2012-05-15 18:44:18,Sale promo
Steam,66.27,Entertainment,DBS Live Fresh,2023-07-30 12:33:11,Pharmacy run
Arcade,120.83,Entertainment,Amex Gold,2020-10-11 18:11:56,
iCloud,31.94,Services,Amex Gold,2022-03-14 09:36:29,Airport ride
Burger King,52.75,Food & Drinks,Chase Sapphire Preferred,2016-05-28 18:25:00,Dinner with friends
Utilities Co,47.10,Services,DBS Live Fresh,2014-09-18 13:26:12,Delivery fee
Apple TV+,24.29,Entertainment,DBS Live Fresh,2017-06-09 11:07:08,Sale promo
Pharmacy,509.83,Health,Chase Sapphire Preferred,2014-09-20 07:34:17,Fuel
Apple TV+,10.87,Entertainment,Amex Gold,2021-03-26 14:00:07,Dinner with friends
KFC,48.41,Food & Drinks,Amex Gold,2020-07-09 14:48:17,
Chipotle,32.89,Food & Drinks,Amex Gold,2019-06-03 14:48:14,Membership renewal
Decathlon,44.71,Shopping,DBS Live Fresh,2012-09-23 06:47:39,
Chipotle,27.54,Food & Drinks,UOB One,2014-03-10 18:14:15,Gift
IKEA,223.70,Shopping,Citi Rewards,2014-01-23 16:27:37,
Optics,135.90,Health,UOB One,2011-09-16 18:26:45,Airport ride
Apple TV+,150.89,Entertainment,DBS Live Fresh,2010-05-24 13:17:13,
Utilities Co,28.04,Services,DBS Live Fresh,2010-05-09 13:39:24,
Lyft,297.59,Travel,Citi Rewards,2011-04-26 14:44:43,Membership renewal
IKEA,713.00,Shopping,Citi Rewards,2014-08-31 09:18:57,Snacks
Supermart,259.96,Other,Amex Gold,2011-02-07 12:51:01,Sale promo
KFC,99.72,Food & Drinks,Chase Sapphire Preferred,2022-04-27 12:27:05,Sale promo
Uniqlo,1824.08,Shopping,Citi Rewards,2014-06-03 12:10:14,
Steam,107.59,Entertainment,DBS Live Fresh,2013-05-01 18:24:23,Coffee
Google,248.10,Other,Chase Sapphire Preferred,2019-05-29 05:05:33,
Spotify,12.19,Services,Citi Rewards,2017-06-01 09:58:11,Pharmacy run
Decathlon,471.31,Shopping,Chase Sapphire Preferred,2011-07-28 15:36:41,
Clinic,333.28,Health,Citi Rewards,2017-03-15 19:15:01,
Decathlon,163.32,Shopping,HSBC Revolution,2023-02-24 07:52:50,Fuel
Optics,458.91,Health,DBS Live Fresh,2022-04-21 08:34:59,Lunch
Chipotle,153.97,Food & Drinks,Amex Gold,2018-09-25 18:32:32,
Spotify,4.82,Services,Amex Gold,2012-08-26 18:15:55,
Burger King,94.09,Food & Drinks,Citi Rewards,2017-09-27 08:07:45,Groceries
Local Shop,5.23,Other,Amex Gold,2017-11-03 13:31:43,
Qantas,813.76,Travel,HSBC Revolution,2018-12-07 12:41:33,Membership renewal
Dental Care,562.75,Health,DBS Live Fresh,2012-11-03 13:31:08,
Amazon,1989.48,Shopping,DBS Live Fresh,2024-04-28 10:38:57,Membership renewal
Subway,64.97,Food & Drinks,Chase Sapphire Preferred,2013-05-19 17:13:27,
Clinic,520.47,Health,UOB One,2023-06-14 17:08:41,
Spotify,2.29,Services,Amex Gold,2013-11-11 20:16:31,Top-up
McDonald's,28.69,Food & Drinks,UOB One,2010-11-16 09:09:57,
Misc Store,25.98,Other,Citi Rewards,2017-11-29 20:56:41,
Supermart,145.14,Other,Citi Rewards,2018-09-20 14:02:59,
Optics,217.96,Health,Chase Sapphire Preferred,2013-04-17 10:32:10,Fuel
Target,1127.56,Shopping,HSBC Revolution,2011-01-08 02:13:40,Lunch
Utilities Co,64.08,Services,Citi Rewards,2017-10-31 10:20:18,Weekend trip
Uber,1519.40,Travel,UOB One,2017-05-17 17:02:42,
Steam,16.26,Entertainment,DBS Live Fresh,2012-08-10 20:24:21,
Adobe,51.18,Services,HSBC Revolution,2012-06-13 08:58:12,Membership renewal
KFC,11.25,Food & Drinks,Amex Gold,2015-02-26 01:08:12,Household items
Spotify,44.22,Services,UOB One,2014-05-05 23:13:00,
Walmart,538.36,Shopping,Chase Sapphire Preferred,2018-03-19 17:14:29,
Target,237.33,Shopping,UOB One,2021-05-22 12:57:21,
Chipotle,191.27,Food & Drinks,UOB One,2014-05-23 14:35:56,
Concerts,133.99,Entertainment,HSBC Revolution,2018-12-17 08:43:53,
Expedia,1614.32,Travel,Citi Rewards,2023-03-30 19:14:52,Snacks
Subway,62.21,Food & Drinks,DBS Live Fresh,2022-04-28 23:03:37,Dinner with friends
Google,93.33,Other,DBS Live Fresh,2023-05-01 09:15:29,
Supermart,148.38,Other,DBS Live Fresh,2022-08-19 11:36:21,Coffee
Decathlon,1897.50,Shopping,UOB One,2021-04-12 05:20:59,
Utilities Co,13.17,Services,UOB One,2018-01-19 22:21:23,Coffee
Utilities Co,47.49,Services,UOB One,2016-11-23 12:15:18,Gift
McDonald's,67.45,Food & Drinks,DBS Live Fresh,2016-05-30 19:06:05,Lunch
Decathlon,990.37,Shopping,UOB One,2011-07-28 20:50:51,
Amazon,947.70,Shopping,Chase Sapphire Preferred,2010-07-23 07:53:23,
Dental Care,347.48,Health,HSBC Revolution,2010-09-09 08:19:21,Monthly subscription
Supermart,329.46,Other,Chase Sapphire Preferred,2013-04-09 17:57:25,
Netflix,47.88,Services,Citi Rewards,2020-06-21 18:04:53,
Amazon,1216.27,Shopping,UOB One,2014-06-04 08:49:44,Snacks
Lyft,574.56,Travel,HSBC Revolution,2016-09-10 19:42:10,
Optics,571.51,Health,Citi Rewards,2015-03-19 10:45:52,Coffee
Dental Care,202.70,Health,HSBC Revolution,2014-02-04 12:45:09,Groceries
Uber,224.27,Travel,Amex Gold,2017-08-21 07:46:04,Hotel deposit
Concerts,50.13,Entertainment,DBS Live Fresh,2018-03-12 12:07:59,
Steam,118.77,Entertainment,HSBC Revolution,2022-01-24 09:30:41,Gift
Spotify,6.22,Services,Citi Rewards,2010-07-14 18:51:16,Snacks
Adobe,62.91,Services,UOB One,2024-09-03 10:08:52,Delivery fee
Concerts,174.02,Entertainment,DBS Live Fresh,2013-02-17 00:50:10,
Netflix,70.17,Services,UOB One,2015-09-10 08:56:08,Snacks
McDonald's,38.56,Food & Drinks,HSBC Revolution,2010-08-27 17:40:23,
Dental Care,11.62,Health,Citi Rewards,2018-03-20 17:32:12,Hotel deposit
Steam,107.58,Entertainment,Citi Rewards,2025-02-18 13:37:39,
Zara,1602.56,Shopping,HSBC Revolution,2017-09-27 21:37:35,Top-up
Misc Store,12.08,Other,Citi Rewards,2020-01-10 15:50:04,Delivery fee
Phone Carrier,19.24,Services,DBS Live Fresh,2015-05-13 18:14:28,Groceries
Clinic,543.58,Health,HSBC Revolution,2014-04-29 11:00:33,Coffee
Optics,244.22,Health,Amex Gold,2017-04-25 04:04:51,
Shell,1880.43,Travel,DBS Live Fresh,2010-04-12 13:46:50,
Dental Care,401.36,Health,DBS Live Fresh,2018-06-13 22:13:34,
Chipotle,171.48,Food & Drinks,Chase Sapphire Preferred,2025-09-30 22:35:46,Household items
Local Shop,134.87,Other,Chase Sapphire Preferred,2014-03-07 21:01:06,Dinner with friends
Target,1346.90,Shopping,Citi Rewards,2017-01-26 08:27:13,
Starbucks,63.97,Food & Drinks,Citi Rewards,2019-03-24 16:40:04,Airport ride
Pharmacy,572.62,Health,Chase Sapphire Preferred,2011-02-14 17:50:48,
Amazon,681.68,Shopping,UOB One,2018-07-07 17:49:34,Fuel
Adobe,22.99,Services,DBS Live Fresh,2011-06-02 10:05:22,Household items
Grab,46.27,Travel,HSBC Revolution,2025-07-19 15:50:49,Monthly subscription
IKEA,329.08,Shopping,Citi Rewards,2023-11-14 16:12:30,
Dental Care,210.71,Health,Chase Sapphire Preferred,2016-08-15 18:27:06,
Optics,108.84,Health,Amex Gold,2020-07-26 15:49:37,
Google,373.85,Other,HSBC Revolution,2023-04-14 13:49:29,Sale promo
Amazon,911.29,Shopping,Chase Sapphire Preferred,2010-01-24 14:01:42,
Concerts,150.70,Entertainment,UOB One,2010-02-16 21:55:29,Fuel
Qantas,1534.59,Travel,DBS Live Fresh,2020-02-02 07:31:35,
Concerts,126.11,Entertainment,Chase Sapphire Preferred,2010-07-21 17:40:20,Delivery fee
Starbucks,13.82,Food & Drinks,Chase Sapphire Preferred,2015-02-09 15:08:44,Membership renewal
Uniqlo,1700.98,Shopping,Citi Rewards,2011-04-08 22:23:04,Pharmacy run
Netflix,78.52,Services,Chase Sapphire Preferred,2015-07-30 08:05:55,Weekend trip
Qantas,731.44,Travel,Chase Sapphire Preferred,2011-08-15 22:49:21,Fuel
Decathlon,1168.63,Shopping,Amex Gold,2011-05-05 09:17:19,
Shell,1826.82,Travel,DBS Live Fresh,2011-05-11 18:35:59,
Steam,181.54,Entertainment,Citi Rewards,2021-03-12 10:57:25,
Misc Store,41.72,Other,UOB One,2015-09-02 09:03:08,Lunch
Local Shop,190.34,Other,Chase Sapphire Preferred,2016-02-22 11:06:16,Coffee
Misc Store,78.13,Other,Amex Gold,2025-08-15 14:55:06,
Local Shop,292.86,Other,Amex Gold,2012-02-27 08:52:55,
Zara,1366.01,Shopping,Chase Sapphire Preferred,2024-11-20 09:50:46,
Zara,483.44,Shopping,DBS Live Fresh,2017-04-24 09:42:24,Weekend trip
Subway,82.69,Food & Drinks,Amex Gold,2020-01-19 11:37:18,Fuel
Apple TV+,130.72,Entertainment,Citi Rewards,2018-06-20 00:07:25,
Concerts,28.25,Entertainment,HSBC Revolution,2013-02-19 18:37:07,
IKEA,90.01,Shopping,HSBC Revolution,2014-04-03 17:46:04,
IKEA,1919.21,Shopping,Citi Rewards,2019-10-11 00:13:45,Lunch
Netflix,17.30,Services,Citi Rewards,2012-06-16 08:41:50,Sale promo
KFC,132.93,Food & Drinks,UOB One,2021-07-29 09:42:12,
IKEA,712.82,Shopping,UOB One,2024-10-19 15:42:15,Dinner with friends
Netflix,1.24,Services,Citi Rewards,2017-11-20 08:50:56,
Apple TV+,59.95,Entertainment,DBS Live Fresh,2017-01-12 07:18:09,Gift
Netflix,63.07,Services,UOB One,2019-01-04 05:29:22,Coffee
Spotify,69.24,Services,HSBC Revolution,2024-04-13 12:24:17,Coffee
Spotify,62.70,Services,Chase Sapphire Preferred,2020-12-23 12:14:35,Airport ride
Misc Store,151.48,Other,HSBC Revolution,2014-05-03 16:17:55,
Dental Care,248.19,Health,HSBC Revolution,2011-01-27 14:56:06,Pharmacy run
Chipotle,152.27,Food & Drinks,Amex Gold,2021-05-16 20:54:39,
Lyft,999.10,Travel,HSBC Revolution,2018-12-27 00:01:20,
Optics,211.36,Health,DBS Live Fresh,2018-03-08 08:06:46,Delivery fee
Local Cafe,118.48,Food & Drinks,Citi Rewards,2020-09-12 11:53:38,
Starbucks,95.96,Food & Drinks,UOB One,2013-05-04 19:20:02,
KFC,107.90,Food & Drinks,Amex Gold,2018-05-23 09:35:01,
Supermart,96.37,Other,Amex Gold,2024-09-28 04:29:26,Monthly subscription
Supermart,288.78,Other,UOB One,2013-10-03 17:13:23,Dinner with friends
Supermart,52.51,Other,UOB One,2014-10-09 15:56:28,
